"","CBO.Ocupação.2002","Vínculo.Ativo.31.12","Escolaridade.após.2005","Qtd.Hora.Contr","Idade","Vl.Remun.Média.Nom","Sexo.Trabalhador","Tempo.Emprego"
"2334433",212405,1,10,44,36,6312.38,1,7.7
"2334557",212405,1,10,40,65,22079.67,1,385.9
"2334590",212405,1,10,35,39,7161.39,1,113.9
"2334612",212405,1,10,40,50,7273.48,1,59.9
"2334613",212405,1,10,40,51,8862.87,1,173.9
"2334614",212405,1,10,40,34,8329.2,1,83.6
"2334615",212405,1,10,40,38,6743.64,1,44.9
"2334616",212405,1,10,40,40,9236.02,1,81.9
"2334617",212405,1,10,40,38,7686.26,1,81.7
"2334636",212405,1,10,35,33,6679.88,1,66.3
"2334637",212405,1,10,35,31,6182.09,1,63.1
"2334639",212405,1,10,35,33,6816.55,1,87.9
"2334684",212405,1,10,44,34,8302.53,1,137.9
"2334966",212405,1,10,44,39,5503.02,1,44.4
"2335008",212420,1,10,44,36,5982.28,1,52.9
"2335048",212405,1,10,40,40,8393.77,1,81.9
"2335049",212405,1,10,40,38,5745.86,1,80.3
"2335088",212405,1,10,10,40,1900,1,1.9
"2335089",212405,1,10,40,33,6450,1,1.9
"2335090",212405,1,10,40,38,13635.97,1,158.9
"2335092",212405,1,10,40,31,6287,1,0.9
"2335103",212405,1,10,20,34,3670.74,1,64.9
"2335116",212420,1,10,40,28,2094.71,1,3.2
"2335304",212405,1,10,44,31,6140.2,1,103.9
"2335336",212405,1,10,42,30,7347.4,1,8.4
"2335353",212420,1,10,44,44,2261.11,1,17.5
"2335376",212405,1,10,40,34,5782.55,1,6.5
"2335455",212405,1,10,44,29,6430.36,1,115.2
"2335532",212405,1,10,44,27,6297.57,1,71.9
"2335547",212405,1,10,44,40,8474.48,1,177.9
"2335562",212405,1,10,40,38,6837.34,1,35.4
"2335644",212405,1,10,40,42,23161.76,1,157.4
"2335803",212415,1,10,40,37,7695.33,1,124.9
"2335828",212405,1,10,44,54,8347.68,1,66.8
"2335845",212405,1,10,44,38,5330.75,1,4.9
"2335881",212405,1,10,44,37,11349.31,1,35.9
"2335902",212405,1,10,44,38,10796.99,1,50.9
"2335908",212405,1,10,40,35,8784.56,1,64.9
"2335971",212420,1,10,40,41,7698.9,1,70.2
"2336025",212420,1,10,44,49,12387.39,1,131.9
"2336054",212405,1,10,44,45,12209.1,1,131.9
"2336090",212405,1,10,44,37,11810.79,1,79.5
"2336118",212405,1,10,44,34,11803.86,1,131.9
"2336148",212405,1,10,44,47,9575.69,1,35.9
"2336153",212405,1,10,44,44,11994.52,1,92.5
"2336164",212405,1,10,44,31,5849.36,1,29.3
"2336247",212405,1,10,40,41,7834.91,1,107.3
"2336334",212405,1,10,40,29,6475.3,1,77.9
"2336433",212405,1,10,44,39,3147.36,1,44.9
"2336434",212405,1,10,44,43,5046.64,1,53.9
"2336499",212405,1,10,42,36,5179.1,1,66.8
"2336553",212405,1,10,42,28,5572.17,1,27.9
"2336556",212405,1,10,44,43,4297.81,1,4.9
"2336610",212405,1,10,40,33,5585.3,1,14.5
"2336778",212405,1,10,8,37,13243.67,1,91.6
"2336782",212405,1,10,40,33,9845.78,1,98.9
"2336797",212405,1,10,44,42,17561.98,1,8.9
"2336866",212405,1,10,44,48,5741.31,1,41.4
"2336984",212405,1,10,8,33,14226.56,1,91.6
"2336985",212405,1,10,8,36,10246.73,1,93.6
"2336986",212405,1,10,8,30,8621.48,1,47.9
"2336987",212405,1,10,8,35,8646.32,1,56.9
"2336988",212405,1,10,8,38,11050.73,1,93.7
"2337003",212405,1,10,8,44,13704.01,1,91.6
"2337043",212420,1,10,44,32,5619.98,1,41.7
"2337093",212420,1,10,44,44,6898.64,1,63.5
"2337145",212405,1,10,40,32,4500,1,3.9
"2337189",212405,1,11,40,42,6620.9,1,13.9
"2337475",212405,1,11,40,52,15327.7,1,379.7
"2337552",212420,1,11,20,43,8643.45,1,16.9
"2337560",212405,1,11,40,47,11813.93,1,321.9
"2338044",212405,1,11,40,32,8235.78,1,99.6
"2338781",212405,1,11,40,29,6281.77,1,4.7
"2338942",212405,1,11,44,31,4015.97,1,0.3
"2339044",212405,1,11,44,36,2272.66,1,45.3
"2339144",212420,1,11,44,32,9068.26,1,11.9
"2595639",212410,1,7,44,31,1808.23,2,3.9
"2596009",212420,1,7,44,27,1453.2,2,36.9
"2596898",212420,1,7,44,33,1364.29,2,10.6
"2602091",212420,1,7,44,28,2067.86,2,34.9
"2603123",212420,1,7,44,20,1450.18,2,28.6
"2603124",212420,1,7,44,20,1680.38,2,42.6
"2603126",212420,1,7,44,28,1959.65,2,42.8
"2603302",212420,1,7,44,21,1645.97,2,34.6
"2603303",212420,1,7,44,21,2013.48,2,38.9
"2603304",212420,1,7,44,19,1409.9,2,23.8
"2603989",212420,1,7,43,36,1762.5,2,12.9
"2604285",212420,1,7,44,25,1877.39,2,9.9
"2605364",212420,1,7,44,37,2071.23,2,29.9
"2606392",212420,1,7,44,23,1804.53,2,25.9
"2607091",212415,1,7,44,34,2629.11,2,33
"2610941",212420,1,7,44,26,2171.89,2,42.9
"2610942",212420,1,7,44,23,2090.99,2,37.6
"2615601",212410,1,7,44,23,1188.97,2,10.9
"2619926",212410,1,7,44,55,5984.4,2,11.9
"2620804",212420,1,7,40,36,2374.28,2,25.2
"2624891",212420,1,7,44,32,2251.86,2,27.2
"2625120",212420,1,7,44,24,1678.44,2,18.5
"2625774",212420,1,7,42,24,1961.6,2,32
"2635229",212420,1,7,44,26,1226.65,2,12.7
"2638662",212420,1,7,44,22,2864.66,2,53.2
"2638663",212420,1,7,44,21,2221.15,2,32.7
"2639063",212420,1,7,44,23,1335.47,2,22.2
"2640344",212420,1,7,44,26,1350,2,9.7
"2640364",212420,1,7,44,24,1350,2,9.5
"2640490",212415,1,7,44,31,2333.28,2,59.1
"2640681",212420,1,7,44,23,1548.04,2,42.6
"2640683",212420,1,7,44,21,1603.65,2,42.6
"2646698",212420,1,7,44,33,2719.66,2,80.7
"2648599",212420,1,7,44,29,1662.21,2,25.4
"2650997",212420,1,7,42,34,4654.3,2,190.9
"2653879",212420,1,7,44,34,1570.55,2,54.6
"2655995",212420,1,7,44,24,1843.14,2,23.8
"2658389",212420,1,7,36,29,1626.09,2,18
"2658865",212420,1,7,44,29,4011.49,2,8.9
"2659061",212420,1,7,44,20,1184.62,2,2.4
"2662116",212420,1,7,36,22,1750.89,2,57.8
"2663926",212410,1,7,44,31,5139.25,2,68.4
"2668659",212420,1,7,40,31,2835.19,2,25.9
"2675361",212420,1,7,44,29,1587.48,2,19.8
"2675362",212420,1,7,44,19,1546.55,2,19.8
"2677700",212420,1,7,42,38,3888.59,2,46.4
"2678706",212420,1,7,44,36,2909.9,2,5.6
"2682376",212420,1,7,44,27,1489.74,2,42.6
"2691092",212420,1,7,42,52,1861.95,2,70.9
"2703197",212410,1,7,44,33,4426.21,2,55.3
"2705514",212410,1,7,44,49,4296.19,2,243.8
"2713061",212420,1,7,43,33,4554.18,2,111.4
"2715257",212420,1,7,44,22,1050,2,3.9
"2719984",212420,1,7,44,34,1922.11,2,43.2
"2728005",212420,1,7,44,26,1767.77,2,32.9
"2747382",212410,1,7,44,27,1693.04,2,1.9
"2752500",212420,1,7,43,23,3707.09,2,67.9
"2757874",212420,1,7,44,22,1758.24,2,4.9
"2760229",212410,1,7,44,20,1340.73,2,31.6
"2761256",212410,1,7,44,22,1627.49,2,73.2
"2765674",212420,1,7,44,46,2139.99,2,31.9
"2767200",212410,1,7,44,38,3264.11,2,84.9
"2772222",212420,1,7,44,45,6684.85,2,106.9
"2772223",212420,1,7,44,42,5329.66,2,89.8
"2781303",212420,1,7,40,30,3283.91,2,21
"2781339",212420,1,7,40,21,2173.05,2,10.4
"2781679",212420,1,7,44,25,3328.5,2,19.6
"2782757",212420,1,7,44,27,2894.43,2,11.9
"2786733",212420,1,7,44,29,1445.71,2,8.1
"2789199",212420,1,7,44,20,1095.97,2,21.9
"2789938",212420,1,7,44,27,1261.15,2,21.9
"2790635",212420,1,7,44,22,1486.81,2,26.5
"2790767",212420,1,7,44,29,1500.72,2,26.5
"2790959",212420,1,7,36,29,1584.87,2,26.1
"2791418",212420,1,7,44,29,1444.32,2,26.5
"2794371",212420,1,7,44,25,1447.07,2,25.9
"2802166",212420,1,7,43,25,3467.53,2,78.2
"2803826",212410,1,7,44,20,1122,2,1.8
"2806784",212420,1,7,43,36,3334.62,2,81.9
"2807993",212420,1,7,44,25,1510.33,2,26.5
"2811636",212410,1,7,40,23,5222.38,2,34.9
"2813922",212420,1,7,44,31,1646.06,2,19.8
"2813960",212420,1,7,44,33,2824.3,2,74.6
"2814562",212420,1,7,44,32,1610.92,2,25.4
"2820611",212420,1,7,44,26,2043.6,2,53.4
"2822231",212420,1,7,44,20,1794.44,2,35.8
"2822233",212420,1,7,44,22,1627.77,2,22.3
"2829391",212410,1,7,44,25,1640.31,2,71.9
"2829653",212410,1,7,44,37,1158,2,3.9
"2834485",212420,1,7,44,33,3005.33,2,21.2
"2837624",212420,1,7,43,25,1887.52,2,13.9
"2839509",212410,1,7,44,24,2735.76,2,6.5
"2844610",212420,1,7,44,24,2479.36,2,59.4
"2846536",212420,1,7,44,25,1849.31,2,57.1
"2847653",212420,1,7,44,28,2545.57,2,76.8
"2851006",212420,1,7,44,41,1745.31,2,50.9
"2855378",212410,1,7,36,44,1553.74,2,7.9
"2855381",212410,1,7,36,53,1635.31,2,7.9
"2855574",212410,1,7,36,48,1622.81,2,7.9
"2860332",212410,1,7,36,40,1490.83,2,7.9
"2860333",212410,1,7,36,40,1590.28,2,7.9
"2860344",212410,1,7,36,55,1554.31,2,7.9
"2862793",212420,1,7,44,36,1882.11,2,11.8
"2863298",212420,1,7,44,31,2369.84,2,41.7
"2863300",212420,1,7,44,22,1800,2,4.9
"2863313",212420,1,7,44,34,5063.92,2,95.9
"2863320",212420,1,7,44,30,1854.14,2,18.9
"2863480",212420,1,7,40,20,1134.94,2,18.6
"2864962",212420,1,7,44,21,1884.49,2,6.8
"2865089",212420,1,7,44,24,2851.1,2,47.3
"2865093",212420,1,7,44,38,4809.92,2,120.8
"2865514",212410,1,7,44,35,2257.9,2,30.9
"2866250",212420,1,7,44,31,1493.31,2,22.3
"2866252",212420,1,7,44,22,1225.1,2,29.9
"2866635",212410,1,7,36,43,1535.18,2,7.9
"2866649",212410,1,7,36,29,1707.06,2,7.9
"2866722",212410,1,7,36,41,1521.86,2,7.9
"2866726",212410,1,7,36,34,1476.91,2,7.9
"2866842",212410,1,7,36,27,1597.79,2,7.9
"2867881",212420,1,7,44,29,1606.3,2,30.4
"2869917",212410,1,7,36,31,1557.14,2,7.9
"2870063",212410,1,7,36,25,1284.08,2,7.9
"2872174",212410,1,7,36,47,1605.64,2,7.9
"2872190",212420,1,7,40,29,2029.45,2,8.4
"2874793",212420,1,7,44,22,1740.84,2,23.4
"2874794",212420,1,7,43,25,1233.97,2,1.9
"2879210",212420,1,7,44,30,2460,2,3.8
"2879285",212410,1,7,44,26,4484.66,2,18.7
"2880309",212420,1,7,40,27,1790.29,2,3.1
"2882934",212420,1,7,40,34,1728.48,2,26.8
"2892912",212420,1,7,44,24,1222.66,2,8.4
"2895122",212410,1,7,44,24,3716.08,2,18.2
"2895612",212420,1,7,44,33,2897.56,2,49.9
"2899161",212420,1,7,44,22,2799.99,2,1.3
"2899208",212420,1,7,44,31,3317.42,2,32.5
"2901475",212420,1,7,44,19,1198.6,2,13.9
"2904846",212420,1,7,44,18,1105,2,9.9
"2907229",212420,1,7,44,24,1500,2,1.4
"2908493",212420,1,7,44,18,1106.49,2,3.6
"2912266",212420,1,7,40,31,2250.05,2,39.7
"2912390",212410,1,7,40,30,2301.06,2,20.8
"2912392",212420,1,7,40,27,2064.25,2,14.8
"2913642",212420,1,7,44,29,1580.69,2,10.9
"2914544",212420,1,7,44,26,1204.29,2,20.2
"2915170",212420,1,7,44,24,1729.23,2,57.9
"2917579",212420,1,7,44,22,1346.99,2,12.7
"2917580",212420,1,7,44,20,1524.75,2,21.4
"2917684",212420,1,7,44,20,1357.32,2,15.9
"2918773",212420,1,7,44,28,1977.54,2,27.9
"2923997",212420,1,7,44,31,1521.12,2,9.9
"2923999",212420,1,7,44,23,1530.17,2,6.5
"2924675",212420,1,7,44,21,1205.6,2,21.9
"2930027",212420,1,7,44,21,1904.64,2,31.5
"2932241",212420,1,7,40,23,1399.4,2,9
"2933396",212420,1,7,44,34,1718.18,2,10.9
"2936434",212420,1,7,44,28,2273.73,2,54.1
"2938746",212420,1,7,44,21,1369.44,2,26.9
"2940094",212420,1,7,41,37,1896.27,2,16.9
"2943342",212420,1,7,12,59,426.73,2,98.9
"2943863",212415,1,7,42,29,1894.73,2,0.6
"2945196",212420,1,7,44,39,2179.95,2,32.6
"2957290",212410,1,7,44,19,1634.42,2,26.3
"2958583",212420,1,7,40,23,1599.55,2,12.9
"2958584",212420,1,7,40,31,1859.03,2,35.9
"2958609",212420,1,7,40,24,2469.63,2,25.9
"2958610",212420,1,7,40,24,1695,2,6.8
"2958611",212420,1,7,40,27,1970.42,2,14.8
"2960434",212420,1,7,42,46,6661.72,2,68.3
"2962702",212420,1,7,44,21,2412.72,2,44.5
"2962716",212420,1,7,44,22,2303.1,2,32.7
"2962784",212420,1,7,44,25,2255.36,2,38.9
"2962898",212420,1,7,40,21,1837.71,2,20.8
"2962899",212420,1,7,40,21,1747.23,2,11.6
"2962901",212420,1,7,40,22,2296.45,2,17.8
"2962904",212420,1,7,40,24,2844.18,2,35.9
"2962906",212420,1,7,40,23,2844.11,2,35.9
"2962907",212420,1,7,40,24,3433.44,2,35.9
"2963032",212420,1,7,40,29,2420.24,2,40.8
"2963033",212420,1,7,40,26,1602,2,1.7
"2963034",212420,1,7,40,27,2010.41,2,42.6
"2963202",212420,1,7,40,24,2028.48,2,20.8
"2963203",212420,1,7,40,22,1956.7,2,18.7
"2963209",212420,1,7,40,21,2210.38,2,20.8
"2963367",212420,1,7,40,28,1602,2,1.7
"2963368",212420,1,7,40,21,1628.58,2,6.8
"2964001",212420,1,7,42,25,2820.92,2,63.3
"2964131",212420,1,7,40,42,4793.74,2,31.9
"2965977",212420,1,7,44,32,1752.76,2,63.9
"2968081",212420,1,7,42,25,2650.04,2,81.9
"2968246",212420,1,7,44,36,2208.81,2,88.4
"2968439",212420,1,7,44,32,2388.27,2,93.4
"2968443",212420,1,7,44,29,1997.11,2,41.4
"2972239",212410,1,7,44,28,3564.81,2,28.6
"2973564",212420,1,7,44,32,2091.95,2,52.8
"2978440",212420,1,7,40,28,1975.28,2,39.7
"2983228",212420,1,7,44,27,2627.7,2,38.9
"2983793",212410,1,7,20,23,700,2,3.2
"2985678",212420,1,7,20,38,813.46,2,47.7
"2985679",212420,1,7,44,37,3027.2,2,33.9
"2985772",212420,1,7,44,27,2967.51,2,64.9
"2985773",212420,1,7,44,26,1787.48,2,19.6
"2988732",212420,1,7,40,39,1171.49,2,2.9
"2996197",212420,1,7,44,19,1211.13,2,7.7
"2996559",212420,1,7,44,18,1183.11,2,21.4
"3001722",212420,1,7,40,27,3128.44,2,18.2
"3005386",212420,1,7,44,23,1487.42,2,7.6
"3015608",212420,1,7,44,23,1303.76,2,23.8
"3015609",212420,1,7,44,21,1659.01,2,15.5
"3024039",212420,1,7,44,32,1700.09,2,11.8
"3025507",212410,1,7,44,32,1500,2,3.9
"3028081",212420,1,8,44,23,1903.11,2,40.7
"3028242",212420,1,8,44,20,1271.94,2,1.4
"3028309",212420,1,8,44,25,1744.35,2,10.5
"3028327",212420,1,8,44,22,2089.29,2,26.9
"3028514",212420,1,8,44,24,1808.86,2,6.9
"3028917",212420,1,8,44,20,1376.74,2,5.7
"3028934",212420,1,8,44,19,1208,2,1.7
"3028966",212420,1,8,44,26,1945.24,2,7.6
"3028967",212420,1,8,44,20,1407.26,2,7.9
"3029143",212420,1,8,44,21,1856.22,2,36.4
"3029460",212420,1,8,44,23,3125.36,2,26.5
"3030017",212420,1,8,44,29,3948.47,2,61.8
"3030561",212420,1,8,44,24,1344.33,2,41.4
"3030597",212420,1,8,44,25,1337.07,2,27.4
"3031546",212420,1,8,44,40,2644.03,2,114.9
"3032611",212420,1,8,36,23,1250,2,0.9
"3033135",212420,1,8,44,25,2201.48,2,15.5
"3033301",212420,1,8,44,19,1358.93,2,14.5
"3033302",212420,1,8,44,22,1350,2,10.9
"3033493",212415,1,8,44,34,7064.27,2,8.9
"3033626",212420,1,8,36,38,1626.09,2,18.1
"3033822",212420,1,8,44,25,1820.29,2,22.9
"3034092",212420,1,8,44,28,2552.97,2,74.4
"3034093",212420,1,8,44,21,1672.52,2,32.2
"3034141",212420,1,8,43,23,1580.6,2,11.3
"3035362",212420,1,8,44,26,1888.36,2,18.1
"3036912",212420,1,8,40,30,2440.76,2,34.3
"3036922",212420,1,8,40,27,2640.04,2,22.6
"3036924",212420,1,8,40,23,1503.38,2,10.9
"3036928",212420,1,8,40,23,1747.53,2,39.4
"3037052",212420,1,8,40,39,2660.43,2,11.8
"3037496",212420,1,8,44,26,1651.56,2,6.8
"3038190",212420,1,8,44,29,2828.73,2,3.6
"3038246",212410,1,8,40,30,4946.95,2,97.9
"3038456",212420,1,8,42,29,2827.74,2,36.9
"3038573",212420,1,8,42,28,3184.68,2,66.1
"3038736",212420,1,8,44,21,2400.06,2,16.9
"3038766",212420,1,8,44,27,2502.06,2,15.5
"3038834",212420,1,8,44,22,1608.17,2,15.3
"3039479",212420,1,8,44,28,3162.9,2,73.9
"3039643",212420,1,8,44,23,2226.5,2,51.9
"3039693",212420,1,8,36,23,1922.62,2,59.4
"3041059",212420,1,8,44,33,3767.04,2,3.3
"3042087",212410,1,8,44,25,3872.41,2,77.3
"3042753",212420,1,8,44,26,2386.78,2,48.4
"3042754",212420,1,8,44,26,1991.49,2,33.8
"3042912",212420,1,8,44,21,1699.92,2,1.9
"3043210",212420,1,8,44,20,950,2,1.3
"3043211",212420,1,8,44,18,1083.33,2,5.9
"3043294",212420,1,8,40,23,3762.84,2,18.6
"3043297",212420,1,8,40,31,2368.08,2,21.4
"3043399",212420,1,8,40,29,3008.23,2,65.6
"3043673",212410,1,8,40,23,2052.85,2,32.5
"3043752",212420,1,8,44,34,1802.99,2,20.8
"3044110",212420,1,8,44,27,4877,2,54.6
"3044141",212420,1,8,44,26,3217.44,2,60.9
"3044230",212420,1,8,44,25,2211.83,2,56.9
"3047041",212420,1,8,44,26,2262.65,2,47.9
"3047042",212420,1,8,44,22,1397.59,2,31.9
"3047075",212420,1,8,44,23,2279.43,2,41.9
"3047076",212420,1,8,44,21,1459.55,2,17.7
"3047249",212410,1,8,44,27,2733.27,2,66.9
"3047438",212420,1,8,44,34,2810.44,2,8.4
"3047439",212420,1,8,44,26,2514.49,2,51.9
"3048035",212420,1,8,44,25,2521.6,2,43.3
"3048085",212420,1,8,44,23,1566.66,2,13.9
"3048161",212420,1,8,44,22,1651.17,2,4.9
"3048217",212420,1,8,42,51,4130.46,2,123.9
"3048448",212420,1,8,44,20,1787.56,2,15.2
"3049291",212420,1,8,42,21,1783.56,2,35.7
"3049898",212420,1,8,44,29,3285.21,2,21.4
"3050009",212420,1,8,44,29,2482,2,23.8
"3051247",212420,1,8,44,28,4210.8,2,66.9
"3052207",212420,1,8,44,34,1409.49,2,13.8
"3052482",212420,1,8,44,23,2231.42,2,6.9
"3052507",212420,1,8,40,26,2159.7,2,15.3
"3052513",212410,1,8,44,18,1237.35,2,2.2
"3052515",212410,1,8,44,24,1343.07,2,22.1
"3052516",212410,1,8,44,24,1154.01,2,18.9
"3052534",212410,1,8,44,21,1245.83,2,10.9
"3052602",212420,1,8,44,22,2574.32,2,13.7
"3052768",212420,1,8,44,23,2811.59,2,25.4
"3052770",212420,1,8,44,20,1189.7,2,1.3
"3052885",212420,1,8,40,19,1300.77,2,5.8
"3053081",212420,1,8,40,27,2534.96,2,3.9
"3053120",212420,1,8,44,33,1462.97,2,25.9
"3053169",212420,1,8,44,25,1205.29,2,16.9
"3053721",212420,1,8,44,26,2417.69,2,9.9
"3053728",212420,1,8,41,24,2276.29,2,38.9
"3053817",212420,1,8,44,28,1430.96,2,26.5
"3053903",212420,1,8,44,27,1445.6,2,26.5
"3054213",212420,1,8,44,35,1949.94,2,26.5
"3054307",212420,1,8,44,33,1443.36,2,26.5
"3054362",212420,1,8,36,36,1875.35,2,79.9
"3054429",212420,1,8,44,35,1448.73,2,26.5
"3054880",212420,1,8,36,23,2028.68,2,26.5
"3054889",212420,1,8,44,22,1429.81,2,26.5
"3054942",212420,1,8,44,29,1979.76,2,26.5
"3055005",212420,1,8,44,24,1714.2,2,26.5
"3055183",212420,1,8,44,29,4529.63,2,21.6
"3055404",212410,1,8,43,27,3383.03,2,16.9
"3055572",212420,1,8,43,25,2342.06,2,7.4
"3055579",212420,1,8,43,19,1939.7,2,10.9
"3055626",212420,1,8,44,25,2533.03,2,48.9
"3055917",212420,1,8,44,29,3670.35,2,9.9
"3056314",212410,1,8,44,35,3544.14,2,132.9
"3056393",212420,1,8,44,31,1207.76,2,25.6
"3056492",212420,1,8,44,26,1506.25,2,26.5
"3056529",212420,1,8,44,31,1484.23,2,26.5
"3057577",212420,1,8,44,30,2424.57,2,52.5
"3057661",212420,1,8,44,39,1482.91,2,26.5
"3057956",212415,1,8,44,21,1615.37,2,16.9
"3058073",212420,1,8,44,21,1298.5,2,30.8
"3058074",212420,1,8,44,23,1381.11,2,21.4
"3059299",212410,1,8,44,19,1028.82,2,3.9
"3059344",212410,1,8,44,47,1601.24,2,46.8
"3060342",212420,1,8,44,25,1929.94,2,93.9
"3060382",212420,1,8,43,24,2397.38,2,43.9
"3060581",212410,1,8,44,23,2918.48,2,33
"3061152",212420,1,8,44,36,1605,2,31.9
"3061344",212420,1,8,44,22,1390.14,2,21.2
"3061345",212420,1,8,44,28,2403.5,2,72.9
"3061346",212420,1,8,44,26,1742.9,2,10.7
"3061348",212420,1,8,44,27,2843.34,2,55.9
"3061369",212420,1,8,44,27,1955.63,2,32.5
"3061387",212420,1,8,44,24,1297.97,2,10.7
"3061388",212420,1,8,44,25,2413.7,2,47
"3061389",212420,1,8,44,27,1908.33,2,55.9
"3061733",212420,1,8,40,20,1367.71,2,11.8
"3061734",212420,1,8,40,22,1354.57,2,13.7
"3061735",212420,1,8,40,22,1700,2,2.1
"3061972",212420,1,8,44,35,2512.98,2,50.5
"3062294",212420,1,8,43,30,5819.75,2,115.7
"3062942",212410,1,8,40,23,2400,2,1.7
"3062943",212410,1,8,40,25,2400,2,4.9
"3063148",212410,1,8,36,33,1723.37,2,7.9
"3063456",212420,1,8,44,37,1884.76,2,13.9
"3063459",212420,1,8,44,30,5573.49,2,77.9
"3063460",212420,1,8,44,31,3050.08,2,64.7
"3063466",212420,1,8,44,29,2607.52,2,70.5
"3063468",212420,1,8,44,28,5113.13,2,71.9
"3063469",212420,1,8,44,28,1991.43,2,57.6
"3063479",212420,1,8,44,25,1520.28,2,10.5
"3063482",212420,1,8,44,28,2314.84,2,59.2
"3063484",212420,1,8,44,22,1874.08,2,39.6
"3063487",212420,1,8,44,22,2178.18,2,57.8
"3063488",212420,1,8,44,24,1774.25,2,40.8
"3063492",212420,1,8,44,22,1704.8,2,18.9
"3063497",212420,1,8,44,25,3070.39,2,61.4
"3063585",212410,1,8,44,29,2701.91,2,4.9
"3063720",212420,1,8,44,25,2921.88,2,64.2
"3063721",212420,1,8,44,28,4142.33,2,92.8
"3063724",212420,1,8,44,21,1800,2,1.7
"3063725",212420,1,8,44,22,1772,2,17.8
"3063727",212420,1,8,44,24,1774.15,2,49.3
"3063728",212420,1,8,44,24,3039.89,2,68.6
"3063729",212420,1,8,44,24,1790.74,2,44.6
"3063730",212420,1,8,44,25,2799.21,2,23.6
"3063732",212420,1,8,44,24,1789.07,2,24.7
"3063733",212420,1,8,44,22,2328.08,2,47.7
"3063736",212420,1,8,44,35,4806.31,2,124.3
"3063913",212420,1,8,44,25,5910.97,2,93.9
"3064021",212420,1,8,44,27,2356.93,2,15.7
"3064207",212420,1,8,44,23,1563.76,2,19.1
"3064260",212410,1,8,36,26,1618.51,2,7.9
"3064459",212420,1,8,42,23,2228.13,2,64.9
"3064494",212420,1,8,44,32,3623.11,2,63.6
"3064496",212415,1,8,44,23,1780.95,2,2.9
"3065162",212420,1,8,44,26,2594.66,2,9.9
"3065348",212420,1,8,44,25,2073.77,2,0.8
"3065614",212420,1,8,44,22,1381.13,2,48.9
"3065740",212420,1,8,40,32,3556.49,2,64.9
"3065942",212420,1,8,40,35,2008.18,2,15.9
"3066108",212420,1,8,44,23,2663.69,2,63.1
"3066111",212420,1,8,44,22,1569.81,2,15.9
"3066712",212410,1,8,40,20,1449.84,2,9
"3066790",212420,1,8,44,25,2400,2,4.9
"3066791",212420,1,8,44,22,2300,2,4.9
"3066803",212410,1,8,44,21,3016.63,2,4.9
"3066837",212420,1,8,44,25,3375.92,2,21.2
"3067286",212420,1,8,44,31,1510.53,2,19.7
"3067858",212420,1,8,44,20,1892.97,2,28.9
"3068302",212420,1,8,40,31,2080.51,2,10.5
"3068725",212410,1,8,44,25,1759.01,2,2.5
"3068782",212410,1,8,36,25,1626.4,2,2.2
"3068909",212420,1,8,40,28,1663.99,2,10.2
"3068999",212420,1,8,44,22,1166.05,2,5.9
"3069000",212420,1,8,44,21,1848.59,2,43.4
"3069241",212420,1,8,44,29,1650,2,12.7
"3069242",212420,1,8,44,21,1154.99,2,6.9
"3069717",212420,1,8,43,29,3218.67,2,101.3
"3069747",212420,1,8,44,34,2390.14,2,30.4
"3069756",212420,1,8,44,24,2365.14,2,26.8
"3069765",212420,1,8,44,23,1521.57,2,41.9
"3069766",212420,1,8,44,23,3137.66,2,38.7
"3069767",212420,1,8,44,24,3169.61,2,40.6
"3069955",212420,1,8,44,23,1208.91,2,7.8
"3070417",212420,1,8,44,21,1212.15,2,27.2
"3070495",212410,1,8,40,22,1998.17,2,14.1
"3070702",212420,1,8,44,31,3655.43,2,59.2
"3070703",212420,1,8,44,24,2213.25,2,19.9
"3070751",212420,1,8,44,32,3654.76,2,31.3
"3071147",212420,1,8,44,24,1940.61,2,29.9
"3071535",212420,1,8,44,18,1350,2,0.8
"3071536",212420,1,8,44,23,1350,2,0.8
"3072005",212420,1,8,40,33,1603.36,2,0.7
"3072940",212420,1,8,44,28,3600.01,2,6.9
"3073744",212420,1,8,44,32,1256.42,2,10.9
"3074052",212415,1,8,44,19,1562.79,2,7.7
"3074097",212420,1,8,42,33,2426.09,2,17.5
"3074098",212420,1,8,42,34,2906.34,2,40.8
"3074099",212420,1,8,42,24,3013.44,2,58.7
"3074406",212420,1,8,40,26,1801.29,2,16.6
"3074407",212420,1,8,40,47,3087.37,2,24.9
"3074409",212420,1,8,40,23,1972.07,2,9.7
"3074410",212420,1,8,40,32,3864.88,2,54.9
"3074411",212420,1,8,40,31,3418.91,2,54.9
"3074421",212420,1,8,40,32,2769.58,2,54.9
"3074422",212420,1,8,40,29,1635.29,2,14.8
"3074423",212420,1,8,40,24,1503.04,2,35.9
"3074433",212420,1,8,40,29,2086.78,2,21.6
"3074434",212420,1,8,40,27,1819.26,2,13.8
"3074435",212420,1,8,40,26,3011.33,2,54.9
"3074458",212420,1,8,40,25,1938.58,2,40.8
"3074472",212420,1,8,40,24,2739.57,2,44.9
"3074473",212420,1,8,40,22,1724.92,2,11.6
"3074538",212420,1,8,42,28,3757.11,2,52.5
"3074541",212420,1,8,42,23,2521.18,2,33.6
"3074545",212420,1,8,42,26,3330.42,2,62.6
"3074549",212420,1,8,42,28,2827.46,2,44.5
"3074551",212420,1,8,42,27,3032.74,2,37.6
"3074579",212420,1,8,40,44,2128.73,2,29.7
